mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_l1_ratio,param_penalty,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.011637210845947266,0.0019142855561981795,0.005204200744628906,0.003801964960266481,0.001,0,,"{'C': 0.001, 'l1_ratio': 0, 'penalty': None}",-0.08528659283118573,-0.06925993905031216,-0.06800394608193347,-0.1071709964389868,-0.18590918103376033,-0.1031261310872357,0.04374501174300933,1
0.0011681556701660157,0.0006598556363373076,0.0,0.0,0.001,0,elasticnet,"{'C': 0.001, 'l1_ratio': 0, 'penalty': 'elasticnet'}",,,,,,,,31
0.011982870101928712,0.0037795474232228364,0.004659032821655274,0.002885148757957978,0.001,0.25,,"{'C': 0.001, 'l1_ratio': 0.25, 'penalty': None}",-0.08528659283118573,-0.06925993905031216,-0.06800394608193347,-0.1071709964389868,-0.18590918103376033,-0.1031261310872357,0.04374501174300933,1
0.0009756088256835938,0.001772900407340369,0.0,0.0,0.001,0.25,elasticnet,"{'C': 0.001, 'l1_ratio': 0.25, 'penalty': 'elasticnet'}",,,,,,,,31
0.011386346817016602,0.0029833696612618058,0.0033913612365722655,0.0012823347264287728,0.001,0.5,,"{'C': 0.001, 'l1_ratio': 0.5, 'penalty': None}",-0.08528659283118573,-0.06925993905031216,-0.06800394608193347,-0.1071709964389868,-0.18590918103376033,-0.1031261310872357,0.04374501174300933,1
0.0006789684295654297,0.0008664032017545205,0.0,0.0,0.001,0.5,elasticnet,"{'C': 0.001, 'l1_ratio': 0.5, 'penalty': 'elasticnet'}",,,,,,,,31
0.012452411651611327,0.0032642316641275965,0.004020786285400391,0.002152585854938161,0.001,0.75,,"{'C': 0.001, 'l1_ratio': 0.75, 'penalty': None}",-0.08528659283118573,-0.06925993905031216,-0.06800394608193347,-0.1071709964389868,-0.18590918103376033,-0.1031261310872357,0.04374501174300933,1
0.0019705772399902345,0.001894401304777594,0.0,0.0,0.001,0.75,elasticnet,"{'C': 0.001, 'l1_ratio': 0.75, 'penalty': 'elasticnet'}",,,,,,,,31
0.010284900665283203,0.0011033322218772796,0.005576610565185547,0.00292512630503794,0.001,1,,"{'C': 0.001, 'l1_ratio': 1, 'penalty': None}",-0.08528659283118573,-0.06925993905031216,-0.06800394608193347,-0.1071709964389868,-0.18590918103376033,-0.1031261310872357,0.04374501174300933,1
0.0008174896240234375,0.0010012173599252693,0.0,0.0,0.001,1,elasticnet,"{'C': 0.001, 'l1_ratio': 1, 'penalty': 'elasticnet'}",,,,,,,,31
0.010710334777832032,0.0019009995443032618,0.006225299835205078,0.0026266377835150708,0.01,0,,"{'C': 0.01, 'l1_ratio': 0, 'penalty': None}",-0.08528659283118573,-0.06925993905031216,-0.06800394608193347,-0.1071709964389868,-0.18590918103376033,-0.1031261310872357,0.04374501174300933,1
0.0020506858825683595,0.0030982873653043696,0.0,0.0,0.01,0,elasticnet,"{'C': 0.01, 'l1_ratio': 0, 'penalty': 'elasticnet'}",,,,,,,,31
0.00976715087890625,0.001751946458779675,0.00465087890625,0.0016301997951377759,0.01,0.25,,"{'C': 0.01, 'l1_ratio': 0.25, 'penalty': None}",-0.08528659283118573,-0.06925993905031216,-0.06800394608193347,-0.1071709964389868,-0.18590918103376033,-0.1031261310872357,0.04374501174300933,1
0.0006184101104736329,0.0005925836761398246,0.0,0.0,0.01,0.25,elasticnet,"{'C': 0.01, 'l1_ratio': 0.25, 'penalty': 'elasticnet'}",,,,,,,,31
0.010514783859252929,0.0022305753466069773,0.0031280040740966795,0.002216316292172551,0.01,0.5,,"{'C': 0.01, 'l1_ratio': 0.5, 'penalty': None}",-0.08528659283118573,-0.06925993905031216,-0.06800394608193347,-0.1071709964389868,-0.18590918103376033,-0.1031261310872357,0.04374501174300933,1
0.0010163307189941407,0.002001692904510807,0.0,0.0,0.01,0.5,elasticnet,"{'C': 0.01, 'l1_ratio': 0.5, 'penalty': 'elasticnet'}",,,,,,,,31
0.007350635528564453,0.002000316916490506,0.003957557678222656,0.0019767775826815006,0.01,0.75,,"{'C': 0.01, 'l1_ratio': 0.75, 'penalty': None}",-0.08528659283118573,-0.06925993905031216,-0.06800394608193347,-0.1071709964389868,-0.18590918103376033,-0.1031261310872357,0.04374501174300933,1
0.0013519287109375,0.0017874182874909334,0.0,0.0,0.01,0.75,elasticnet,"{'C': 0.01, 'l1_ratio': 0.75, 'penalty': 'elasticnet'}",,,,,,,,31
0.00855412483215332,0.0030887736410548936,0.00395817756652832,0.0027669936198703045,0.01,1,,"{'C': 0.01, 'l1_ratio': 1, 'penalty': None}",-0.08528659283118573,-0.06925993905031216,-0.06800394608193347,-0.1071709964389868,-0.18590918103376033,-0.1031261310872357,0.04374501174300933,1
0.0012034893035888672,0.001030633437859066,0.0,0.0,0.01,1,elasticnet,"{'C': 0.01, 'l1_ratio': 1, 'penalty': 'elasticnet'}",,,,,,,,31
0.010455036163330078,0.0030517346619681595,0.0015645980834960937,0.0017648308733826386,1,0,,"{'C': 1, 'l1_ratio': 0, 'penalty': None}",-0.08528659283118573,-0.06925993905031216,-0.06800394608193347,-0.1071709964389868,-0.18590918103376033,-0.1031261310872357,0.04374501174300933,1
0.0015651702880859375,0.0016504480247185782,0.0,0.0,1,0,elasticnet,"{'C': 1, 'l1_ratio': 0, 'penalty': 'elasticnet'}",,,,,,,,31
0.012850093841552734,0.004813722801970138,0.002902984619140625,0.0017389697237870842,1,0.25,,"{'C': 1, 'l1_ratio': 0.25, 'penalty': None}",-0.08528659283118573,-0.06925993905031216,-0.06800394608193347,-0.1071709964389868,-0.18590918103376033,-0.1031261310872357,0.04374501174300933,1
0.0005452156066894532,0.0006973897801834555,0.0,0.0,1,0.25,elasticnet,"{'C': 1, 'l1_ratio': 0.25, 'penalty': 'elasticnet'}",,,,,,,,31
0.011364555358886719,0.0024157430090971078,0.00269012451171875,0.002481915867773385,1,0.5,,"{'C': 1, 'l1_ratio': 0.5, 'penalty': None}",-0.08528659283118573,-0.06925993905031216,-0.06800394608193347,-0.1071709964389868,-0.18590918103376033,-0.1031261310872357,0.04374501174300933,1
0.0014894962310791015,0.001286059001949267,0.0,0.0,1,0.5,elasticnet,"{'C': 1, 'l1_ratio': 0.5, 'penalty': 'elasticnet'}",,,,,,,,31
0.008742141723632812,0.00249067795000193,0.0036812782287597655,0.0017080131659787138,1,0.75,,"{'C': 1, 'l1_ratio': 0.75, 'penalty': None}",-0.08528659283118573,-0.06925993905031216,-0.06800394608193347,-0.1071709964389868,-0.18590918103376033,-0.1031261310872357,0.04374501174300933,1
0.001190042495727539,0.000728091486835394,0.0,0.0,1,0.75,elasticnet,"{'C': 1, 'l1_ratio': 0.75, 'penalty': 'elasticnet'}",,,,,,,,31
0.00858917236328125,0.0032804903652081455,0.0032691478729248045,0.0012803562108968487,1,1,,"{'C': 1, 'l1_ratio': 1, 'penalty': None}",-0.08528659283118573,-0.06925993905031216,-0.06800394608193347,-0.1071709964389868,-0.18590918103376033,-0.1031261310872357,0.04374501174300933,1
0.0014978885650634766,0.0011476003896278239,0.0,0.0,1,1,elasticnet,"{'C': 1, 'l1_ratio': 1, 'penalty': 'elasticnet'}",,,,,,,,31
0.012521791458129882,0.006565132583618903,0.003965616226196289,0.00196895622230136,2,0,,"{'C': 2, 'l1_ratio': 0, 'penalty': None}",-0.08528659283118573,-0.06925993905031216,-0.06800394608193347,-0.1071709964389868,-0.18590918103376033,-0.1031261310872357,0.04374501174300933,1
0.0,0.0,0.0,0.0,2,0,elasticnet,"{'C': 2, 'l1_ratio': 0, 'penalty': 'elasticnet'}",,,,,,,,31
0.009302806854248048,0.004384174176338115,0.004767608642578125,0.002858862098229034,2,0.25,,"{'C': 2, 'l1_ratio': 0.25, 'penalty': None}",-0.08528659283118573,-0.06925993905031216,-0.06800394608193347,-0.1071709964389868,-0.18590918103376033,-0.1031261310872357,0.04374501174300933,1
0.001439666748046875,0.0011926286504377365,0.0,0.0,2,0.25,elasticnet,"{'C': 2, 'l1_ratio': 0.25, 'penalty': 'elasticnet'}",,,,,,,,31
0.013346290588378907,0.005927599707800944,0.005060529708862305,0.004405487832949245,2,0.5,,"{'C': 2, 'l1_ratio': 0.5, 'penalty': None}",-0.08528659283118573,-0.06925993905031216,-0.06800394608193347,-0.1071709964389868,-0.18590918103376033,-0.1031261310872357,0.04374501174300933,1
0.0017903804779052734,0.0009124216486186003,0.0,0.0,2,0.5,elasticnet,"{'C': 2, 'l1_ratio': 0.5, 'penalty': 'elasticnet'}",,,,,,,,31
0.01118779182434082,0.003536170608123221,0.0027863025665283204,0.002300818103962229,2,0.75,,"{'C': 2, 'l1_ratio': 0.75, 'penalty': None}",-0.08528659283118573,-0.06925993905031216,-0.06800394608193347,-0.1071709964389868,-0.18590918103376033,-0.1031261310872357,0.04374501174300933,1
0.0009308338165283203,0.00076709720661459,0.0,0.0,2,0.75,elasticnet,"{'C': 2, 'l1_ratio': 0.75, 'penalty': 'elasticnet'}",,,,,,,,31
0.011831951141357423,0.005461223378380861,0.005351495742797851,0.0043073403857267776,2,1,,"{'C': 2, 'l1_ratio': 1, 'penalty': None}",-0.08528659283118573,-0.06925993905031216,-0.06800394608193347,-0.1071709964389868,-0.18590918103376033,-0.1031261310872357,0.04374501174300933,1
0.0007414817810058594,0.0012335038227492844,0.0,0.0,2,1,elasticnet,"{'C': 2, 'l1_ratio': 1, 'penalty': 'elasticnet'}",,,,,,,,31
0.013327503204345703,0.0033265051773736076,0.004932880401611328,0.0031789186529289884,4,0,,"{'C': 4, 'l1_ratio': 0, 'penalty': None}",-0.08528659283118573,-0.06925993905031216,-0.06800394608193347,-0.1071709964389868,-0.18590918103376033,-0.1031261310872357,0.04374501174300933,1
0.001005411148071289,0.002010822296142578,0.0,0.0,4,0,elasticnet,"{'C': 4, 'l1_ratio': 0, 'penalty': 'elasticnet'}",,,,,,,,31
0.007491683959960938,0.00230909291454219,0.003750467300415039,0.0031044830166959353,4,0.25,,"{'C': 4, 'l1_ratio': 0.25, 'penalty': None}",-0.08528659283118573,-0.06925993905031216,-0.06800394608193347,-0.1071709964389868,-0.18590918103376033,-0.1031261310872357,0.04374501174300933,1
0.0027401924133300783,0.003550518623369265,0.0,0.0,4,0.25,elasticnet,"{'C': 4, 'l1_ratio': 0.25, 'penalty': 'elasticnet'}",,,,,,,,31
0.008049488067626953,0.004382898367189049,0.006070661544799805,0.002336943610959344,4,0.5,,"{'C': 4, 'l1_ratio': 0.5, 'penalty': None}",-0.08528659283118573,-0.06925993905031216,-0.06800394608193347,-0.1071709964389868,-0.18590918103376033,-0.1031261310872357,0.04374501174300933,1
0.0017009258270263671,0.0010344340106006819,0.0,0.0,4,0.5,elasticnet,"{'C': 4, 'l1_ratio': 0.5, 'penalty': 'elasticnet'}",,,,,,,,31
0.009868860244750977,0.0016769256682761225,0.004179859161376953,0.0008131581191838677,4,0.75,,"{'C': 4, 'l1_ratio': 0.75, 'penalty': None}",-0.08528659283118573,-0.06925993905031216,-0.06800394608193347,-0.1071709964389868,-0.18590918103376033,-0.1031261310872357,0.04374501174300933,1
0.0012249469757080079,0.0011263637615056958,0.0,0.0,4,0.75,elasticnet,"{'C': 4, 'l1_ratio': 0.75, 'penalty': 'elasticnet'}",,,,,,,,31
0.011685466766357422,0.003708881541376086,0.002703571319580078,0.0015734219098032555,4,1,,"{'C': 4, 'l1_ratio': 1, 'penalty': None}",-0.08528659283118573,-0.06925993905031216,-0.06800394608193347,-0.1071709964389868,-0.18590918103376033,-0.1031261310872357,0.04374501174300933,1
0.0019377708435058595,0.002375715719932993,0.0,0.0,4,1,elasticnet,"{'C': 4, 'l1_ratio': 1, 'penalty': 'elasticnet'}",,,,,,,,31
0.008789968490600587,0.0016935481883917011,0.0021350860595703127,0.0011104176369516642,10,0,,"{'C': 10, 'l1_ratio': 0, 'penalty': None}",-0.08528659283118573,-0.06925993905031216,-0.06800394608193347,-0.1071709964389868,-0.18590918103376033,-0.1031261310872357,0.04374501174300933,1
0.0016469001770019532,0.0018275939789152871,0.0,0.0,10,0,elasticnet,"{'C': 10, 'l1_ratio': 0, 'penalty': 'elasticnet'}",,,,,,,,31
0.009119415283203125,0.00205376462960738,0.004004859924316406,0.00239857032959108,10,0.25,,"{'C': 10, 'l1_ratio': 0.25, 'penalty': None}",-0.08528659283118573,-0.06925993905031216,-0.06800394608193347,-0.1071709964389868,-0.18590918103376033,-0.1031261310872357,0.04374501174300933,1
0.001831197738647461,0.0018074489215342223,0.0,0.0,10,0.25,elasticnet,"{'C': 10, 'l1_ratio': 0.25, 'penalty': 'elasticnet'}",,,,,,,,31
0.008593559265136719,0.002604365717133146,0.0049458503723144535,0.0049591435160535125,10,0.5,,"{'C': 10, 'l1_ratio': 0.5, 'penalty': None}",-0.08528659283118573,-0.06925993905031216,-0.06800394608193347,-0.1071709964389868,-0.18590918103376033,-0.1031261310872357,0.04374501174300933,1
0.0016108512878417968,0.0019955486926004034,0.0,0.0,10,0.5,elasticnet,"{'C': 10, 'l1_ratio': 0.5, 'penalty': 'elasticnet'}",,,,,,,,31
0.011303186416625977,0.0035918473842101234,0.0026122570037841798,0.004099012710820148,10,0.75,,"{'C': 10, 'l1_ratio': 0.75, 'penalty': None}",-0.08528659283118573,-0.06925993905031216,-0.06800394608193347,-0.1071709964389868,-0.18590918103376033,-0.1031261310872357,0.04374501174300933,1
0.002912473678588867,0.0024944445429827726,0.0,0.0,10,0.75,elasticnet,"{'C': 10, 'l1_ratio': 0.75, 'penalty': 'elasticnet'}",,,,,,,,31
0.01010899543762207,0.0024031502286451256,0.0031577110290527343,0.0005960434265060147,10,1,,"{'C': 10, 'l1_ratio': 1, 'penalty': None}",-0.08528659283118573,-0.06925993905031216,-0.06800394608193347,-0.1071709964389868,-0.18590918103376033,-0.1031261310872357,0.04374501174300933,1
0.0012733936309814453,0.0012487897248767293,0.0,0.0,10,1,elasticnet,"{'C': 10, 'l1_ratio': 1, 'penalty': 'elasticnet'}",,,,,,,,31
